,annotation,plate.barcode,subannotation,tissue
H12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
J4.MAA000927.3_9_M.1.1,outer_interfollicular_epidermis,,,Skin
K9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
L16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
K8.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
O1.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
L15.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
N22.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
P3.MAA000927.3_9_M.1.1,outer_interfollicular_epidermis,,,Skin
H14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
J5.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
K11.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
L17.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
M22.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
O2.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
P5.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
B16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
E11.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
G2.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
A2.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
O3.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
P6.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
A3.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
C2.MAA000927.3_9_M.1.1,outer_interfollicular_epidermis,,,Skin
E13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
C1.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
G4.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
H18.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
J7.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
E12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
G3.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
H16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
J6.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
K12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
L18.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
N1.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
K13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
A4.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
C3.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
F1.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
G5.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
I1.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
J9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
K14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
L20.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
L19.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
N2.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
O4.MAA000927.3_9_M.1.1,outer_interfollicular_epidermis,,,Skin
P7.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
N3.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
O5.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
P8.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
C4.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
N4.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
O6.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
F2.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
G6.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
I2.MAA000927.3_9_M.1.1,outer_interfollicular_epidermis,,,Skin
J10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
K15.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
L21.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
P9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
J11.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
C14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
F3.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
G7.MAA000927.3_9_M.1.1,cell_cycle,,,Skin
I3.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
P10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
K16.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
L22.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
N5.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
A8.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
C22.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
G9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
F4.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
M1.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
N6.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
I4.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
J12.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
A9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
D1.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
F5.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
I5.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
J13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
M2.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
G10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
N7.MAA000927.3_9_M.1.1,intermediate_interfollicular_epidermis,,,Skin
O9.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
A11.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
D2.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
F6.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
G11.MAA000927.3_9_M.1.1,outer_interfollicular_epidermis,,,Skin
M3.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
N8.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
O10.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
P13.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
I6.MAA000927.3_9_M.1.1,basal_interfollicular_epidermis,,,Skin
J14.MAA000927.3_9_M.1.1,inner_bulge,,,Skin
K22.MAA000927.3_9_M.1.1,outer_bulge,,,Skin
F17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
H10.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
J4.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
K14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
B6.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
D6.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
M2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
B7.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
D9.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
H11.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
J5.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
K16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M3.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
N4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
O7.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
P13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
B10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
D10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
F20.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
H12.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
J6.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
N5.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
K17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
O8.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
P14.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M4.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
N6.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
O9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
P15.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
K18.MAA000938.3_8_M.1.1,cell_cycle,,,Skin
M5.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
N7.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
O10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
A1.MAA000938.3_8_M.1.1,cell_cycle,,,Skin
P16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
B11.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
D12.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
F21.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
H13.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
J9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
B12.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
D13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
G1.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
A3.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
H16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
P17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
J10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
K19.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M6.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
N8.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
O12.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
N9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
O13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
P18.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
B14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
D17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
H19.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
J11.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
K20.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M7.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
I1.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
J13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
K21.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M8.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
N10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
O14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
A5.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
B15.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
D22.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
G3.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
P19.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
E1.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
G4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
I2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
J14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
K22.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
N11.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
A6.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
B16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
O16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
A7.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
B17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
E2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
G5.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
I3.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
J15.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
L1.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
M10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
N12.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
P20.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
O17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
P21.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
G6.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
I4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
J16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
L3.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
M11.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
N13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
O18.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
P22.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
A9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
B18.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
E3.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
I5.MAA000938.3_8_M.1.1,cell_cycle,,,Skin
J17.MAA000938.3_8_M.1.1,outer_interfollicular_epidermis,,,Skin
L4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
M12.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
N14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
O20.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
A10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
B22.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
E4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
G7.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
I6.MAA000938.3_8_M.1.1,cell_cycle,,,Skin
J18.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
L5.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
M13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
N15.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
O21.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
A12.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
A11.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
C1.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
E5.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
G9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
C2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
A13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
C3.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
E14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
E6.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
G13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
I9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
J20.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
G11.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
I7.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
J19.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
L6.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
M14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
N17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
O22.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
L7.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
A14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
C4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
E17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
G14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
I10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
J21.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M15.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
L8.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
M16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
N19.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
N18.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
P1.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
P2.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
C6.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
E19.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
G17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
I11.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
J22.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
L9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
M17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
N20.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
P3.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
A15.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
K1.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
L12.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
M18.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
N21.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
P4.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
A16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
C13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
F1.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
G18.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
I13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
K2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
L14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
M19.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
N22.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
P5.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
A18.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
C14.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
F2.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
H1.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
I17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
K3.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
L16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M20.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
O1.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
P7.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
A19.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
C16.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
F3.MAA000938.3_8_M.1.1,cell_cycle,,,Skin
H2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
I20.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
A22.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M21.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
O2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
P8.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
D1.MAA000938.3_8_M.1.1,cell_cycle,,,Skin
F4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
H3.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
I21.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
K4.MAA000938.3_8_M.1.1,outer_interfollicular_epidermis,,,Skin
L17.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
O3.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
P9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
B2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
B3.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
D2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
F6.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
H4.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
I22.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
K5.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
L19.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
M22.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
D3.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
N1.MAA000938.3_8_M.1.1,cell_cycle,,,Skin
O4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
P10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
F7.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
H6.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
J1.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
K6.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
L20.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
F10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
H7.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
J2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
K7.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
L21.MAA000938.3_8_M.1.1,inner_bulge,,,Skin
N2.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
O5.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
P11.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
B4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
D4.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
D5.MAA000938.3_8_M.1.1,outer_interfollicular_epidermis,,,Skin
F13.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
H9.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
J3.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
K10.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
M1.MAA000938.3_8_M.1.1,cell_cycle,,,Skin
N3.MAA000938.3_8_M.1.1,intermediate_interfollicular_epidermis,,,Skin
P12.MAA000938.3_8_M.1.1,outer_bulge,,,Skin
B5.MAA000938.3_8_M.1.1,basal_interfollicular_epidermis,,,Skin
A21.B003283.3_38_F.1.1,outer_bulge,,,Skin
C1.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
D3.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
E5.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
G9.B003283.3_38_F.1.1,inner_bulge,,,Skin
H11.B003283.3_38_F.1.1,inner_bulge,,,Skin
I13.B003283.3_38_F.1.1,inner_bulge,,,Skin
J16.B003283.3_38_F.1.1,inner_bulge,,,Skin
K19.B003283.3_38_F.1.1,outer_bulge,,,Skin
L21.B003283.3_38_F.1.1,outer_bulge,,,Skin
C2.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
D4.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
E6.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
F8.B003283.3_38_F.1.1,outer_interfollicular_epidermis,,,Skin
G10.B003283.3_38_F.1.1,inner_bulge,,,Skin
H12.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
I14.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
N1.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
J17.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
K20.B003283.3_38_F.1.1,outer_bulge,,,Skin
L22.B003283.3_38_F.1.1,outer_bulge,,,Skin
O3.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
P6.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
A22.B003283.3_38_F.1.1,outer_bulge,,,Skin
N2.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
E7.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
F9.B003283.3_38_F.1.1,inner_bulge,,,Skin
G11.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
H13.B003283.3_38_F.1.1,inner_bulge,,,Skin
I15.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
J19.B003283.3_38_F.1.1,outer_bulge,,,Skin
K21.B003283.3_38_F.1.1,outer_bulge,,,Skin
M1.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
N3.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
O6.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
O5.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
P7.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
C3.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
D5.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
P8.B003283.3_38_F.1.1,outer_bulge,,,Skin
H14.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
I16.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
J20.B003283.3_38_F.1.1,outer_bulge,,,Skin
K22.B003283.3_38_F.1.1,outer_bulge,,,Skin
M2.B003283.3_38_F.1.1,outer_interfollicular_epidermis,,,Skin
N4.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
O7.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
P9.B003283.3_38_F.1.1,inner_bulge,,,Skin
B3.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
C5.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
D7.B003283.3_38_F.1.1,outer_interfollicular_epidermis,,,Skin
B2.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
C4.B003283.3_38_F.1.1,outer_interfollicular_epidermis,,,Skin
D6.B003283.3_38_F.1.1,intermediate_interfollicular_epidermis,,,Skin
E8.B003283.3_38_F.1.1,basal_interfollicular_epidermis,,,Skin
F10.B003283.3_38_F.1.1,inner_bulge,,,Skin
G12.B003283.3_38_F.1.1,inner_bulge,,,Skin
